original_2021,adjusted_2021,target_2025
4.67,4.8,4.96
4.74,4.84,4.77
5.0,5.0,4.78
4.71,4.83,4.84
5.0,5.0,5.0
4.93,5.0,4.69
4.74,4.84,5.0
4.0,4.5,4.76
4.92,5.0,4.83
5.0,5.0,4.91
4.92,5.0,4.83
5.0,5.0,5.0
5.0,5.0,4.77
4.94,5.0,4.89
4.64,4.77,4.51
4.69,4.81,4.89
4.89,4.96,5.0
4.43,4.63,4.5
4.67,4.8,5.0
5.0,5.0,4.55
5.0,5.0,4.96
5.0,5.0,4.5
4.95,5.0,4.82
4.82,4.9,4.78
5.0,5.0,5.0
5.0,5.0,4.81
5.0,5.0,5.0
5.0,5.0,4.82
4.79,4.88,4.94
4.9,4.97,5.0
4.76,4.86,4.94
5.0,5.0,4.95
4.86,4.93,5.0
5.0,5.0,4.94
4.88,4.95,4.81
5.0,5.0,4.87
4.25,4.52,4.89
4.5,4.69,5.0
5.0,5.0,4.9
5.0,5.0,5.0
4.73,4.83,5.0
4.91,5.0,4.92
4.0,4.5,4.67
4.47,4.64,5.0
5.0,5.0,4.5
4.79,4.88,5.0
4.0,4.5,5.0
4.19,4.5,4.94
4.95,5.0,4.95
4.66,4.78,4.52
4.92,5.0,4.86
4.71,4.83,4.82
5.0,5.0,4.93
5.0,5.0,4.96
4.8,4.89,5.0
4.35,4.58,4.57
5.0,5.0,5.0
4.9,4.97,5.0
4.71,4.83,4.8
4.93,5.0,4.97
4.98,5.0,5.0
4.62,4.75,4.96
4.0,4.5,4.5
4.46,4.64,4.13
4.63,4.76,4.97
4.67,4.8,4.72
4.67,4.8,5.0
5.0,5.0,4.82
4.2,4.5,5.0
4.67,4.8,5.0
4.87,4.94,4.75
4.5,4.69,4.93
4.5,4.69,5.0
4.79,4.88,4.89
4.7,4.82,4.88
4.92,5.0,4.72
4.93,5.0,4.91
5.0,5.0,4.83
4.53,4.71,5.0
5.0,5.0,5.0
4.43,4.63,4.81
4.0,4.5,4.94
5.0,5.0,4.97
4.67,4.8,4.8
4.75,4.86,4.74
4.66,4.78,4.83
4.28,4.53,4.79
4.67,4.8,4.97
4.83,4.91,4.75
5.0,5.0,4.79
3.67,4.29,5.0
4.83,4.91,4.9
4.5,4.69,4.86
4.81,4.89,5.0
4.52,4.7,5.0
4.4,4.61,4.8
4.8,4.89,4.67
4.85,4.92,4.73
4.67,4.8,5.0
5.0,5.0,4.92
5.0,5.0,4.95
5.0,5.0,4.95
4.71,4.83,5.0
4.25,4.52,4.92
4.93,5.0,5.0
4.59,4.74,4.77
4.0,4.5,4.82
4.38,4.6,4.74
4.85,4.92,4.69
4.8,4.89,4.33
5.0,5.0,5.0
4.39,4.6,5.0
0.0,4.0,5.0
5.0,5.0,4.0
4.71,4.83,4.5
4.84,4.92,4.93
5.0,5.0,5.0
4.94,5.0,4.83
4.83,4.91,4.86
4.55,4.71,4.81
5.0,5.0,4.63
5.0,5.0,5.0
4.81,4.89,4.93
4.87,4.94,4.91
4.6,4.75,5.0
4.7,4.82,4.83
4.83,4.91,4.73
4.45,4.64,5.0
5.0,5.0,4.5
4.5,4.69,5.0
5.0,5.0,4.78
4.8,4.89,4.86
4.34,4.58,4.71
4.87,4.94,5.0
4.8,4.89,4.92
5.0,5.0,4.94
4.87,4.94,4.82
1.0,4.0,4.88
4.6,4.75,4.99
4.5,4.69,4.67
5.0,5.0,5.0
4.9,4.97,5.0
4.5,4.69,4.31
4.78,4.87,4.81
4.89,4.96,5.0
5.0,5.0,4.81
4.68,4.81,5.0
4.83,4.91,5.0
4.5,4.69,5.0
4.0,4.5,5.0
4.5,4.69,5.0
5.0,5.0,4.9
4.48,4.65,4.93
4.25,4.52,5.0
4.78,4.87,4.94
4.86,4.93,5.0
4.83,4.91,4.93
4.67,4.8,5.0
4.79,4.88,4.75
5.0,5.0,4.95
4.8,4.89,5.0
5.0,5.0,5.0
4.8,4.89,4.87
4.93,5.0,4.9
4.25,4.52,5.0
4.84,4.92,5.0
4.79,4.88,4.67
4.75,4.86,4.98
4.81,4.89,4.74
4.67,4.8,4.75
4.93,5.0,5.0
4.0,4.5,4.91
4.0,4.5,5.0
4.75,4.86,4.52
4.83,4.91,4.88
4.83,4.91,5.0
4.86,4.93,4.69
4.67,4.8,5.0
4.45,4.64,5.0
4.0,4.5,4.61
4.8,4.89,4.71
4.83,4.91,4.94
5.0,5.0,4.63
4.5,4.69,5.0
5.0,5.0,5.0
4.41,4.61,5.0
4.67,4.8,5.0
4.78,4.87,5.0
4.78,4.87,4.76
4.43,4.63,5.0
4.54,4.71,4.95
3.5,4.25,5.0
4.0,4.5,4.94
4.2,4.5,5.0
4.46,4.64,4.9
4.53,4.71,5.0
4.18,4.5,5.0
4.94,5.0,4.88
4.65,4.77,4.67
5.0,5.0,5.0
5.0,5.0,4.97
4.57,4.73,4.91
4.9,4.97,4.83
4.55,4.71,4.93
4.8,4.89,4.94
4.91,5.0,4.92
4.25,4.52,5.0
4.8,4.89,5.0
4.9,4.97,4.71
4.77,4.86,5.0
5.0,5.0,4.95
4.89,4.96,4.92
4.33,4.58,5.0
4.81,4.89,4.92
4.59,4.74,5.0
5.0,5.0,5.0
4.5,4.69,4.8
5.0,5.0,4.64
4.82,4.9,4.73
3.0,4.17,5.0
4.72,4.83,4.88
4.56,4.72,4.87
4.83,4.91,4.92
4.88,4.95,4.65
5.0,5.0,5.0
4.88,4.95,5.0
4.89,4.96,4.85
4.83,4.91,4.74
4.95,5.0,4.83
5.0,5.0,5.0
4.74,4.84,4.43
5.0,5.0,4.98
4.25,4.52,4.8
4.75,4.86,4.5
4.86,4.93,4.89
4.83,4.91,5.0
4.75,4.86,4.86
5.0,5.0,4.53
5.0,5.0,4.94
4.63,4.76,4.82
4.67,4.8,4.91
4.67,4.8,4.44
4.9,4.97,5.0
4.71,4.83,5.0
4.88,4.95,4.83
3.63,4.26,4.95
4.79,4.88,4.93
4.25,4.52,4.86
4.43,4.63,4.56
4.86,4.93,5.0
4.77,4.86,5.0
5.0,5.0,4.78
4.38,4.6,4.94
5.0,5.0,5.0
4.79,4.88,4.86
4.71,4.83,4.78
5.0,5.0,4.5
4.88,4.95,4.3
0.0,4.0,4.33
4.79,4.88,4.34
5.0,5.0,4.68
4.0,4.5,2.0
4.88,4.95,4.31
5.0,5.0,4.29
5.0,5.0,5.0
4.57,4.73,4.58
5.0,5.0,4.75
4.74,4.84,4.88
4.86,4.93,4.81
5.0,5.0,4.82
4.89,4.96,4.96
4.94,5.0,4.96
4.97,5.0,4.9
3.5,4.25,4.5
4.63,4.76,4.8
4.9,4.97,4.5
5.0,5.0,5.0
5.0,5.0,4.73
4.13,4.5,4.93
4.92,5.0,4.9
5.0,5.0,4.83
4.67,4.8,4.36
4.87,4.94,4.94
4.64,4.77,4.9
5.0,5.0,4.63
4.67,4.8,5.0
4.8,4.89,5.0
4.9,4.97,4.93
4.81,4.89,4.83
3.0,4.17,4.74
4.72,4.83,4.82
4.79,4.88,4.85
4.77,4.86,4.0
4.46,4.64,4.77
4.9,4.97,4.81
4.79,4.88,4.79
4.91,5.0,4.81
4.82,4.9,4.92
4.89,4.96,5.0
4.86,4.93,4.89
4.74,4.84,4.8
4.5,4.69,4.13
4.98,5.0,4.85
4.82,4.9,5.0
4.86,4.93,4.95
4.3,4.55,4.82
4.92,5.0,4.86
4.6,4.75,4.98
0.0,4.0,5.0
4.86,4.93,5.0
4.98,5.0,4.81
4.95,5.0,4.91
4.94,5.0,4.5
4.08,4.5,4.78
4.29,4.54,4.78
5.0,5.0,4.8
4.64,4.77,4.96
4.52,4.7,4.85
4.61,4.75,4.62
5.0,5.0,4.93
4.83,4.91,4.57
5.0,5.0,4.95
4.6,4.75,5.0
5.0,5.0,4.9
4.76,4.86,5.0
4.8,4.89,4.91
4.69,4.81,5.0
4.89,4.96,5.0
4.75,4.86,4.8
4.93,5.0,4.9
4.69,4.81,5.0
4.54,4.71,5.0
4.71,4.83,5.0
4.67,4.8,4.8
5.0,5.0,4.75
2.0,4.0,4.5
4.5,4.69,4.97
4.79,4.88,4.91
4.76,4.86,5.0
4.6,4.75,5.0
4.83,4.91,5.0
4.94,5.0,4.95
4.5,4.69,5.0
4.5,4.69,4.91
4.95,5.0,4.88
4.83,4.91,4.96
4.57,4.73,5.0
4.68,4.81,4.89
5.0,5.0,4.83
4.34,4.58,4.84
4.68,4.81,4.84
5.0,5.0,4.93
4.77,4.86,4.99
5.0,5.0,1.0
4.86,4.93,4.86
4.67,4.8,5.0
4.93,5.0,4.75
4.93,5.0,5.0
4.46,4.64,4.5
4.6,4.75,5.0
4.85,4.92,5.0
5.0,5.0,5.0
4.33,4.58,4.96
5.0,5.0,4.95
4.97,5.0,4.95
4.93,5.0,4.99
4.0,4.5,4.51
4.82,4.9,4.8
4.63,4.76,4.93
4.83,4.91,4.73
5.0,5.0,5.0
4.67,4.8,4.71
3.0,4.17,4.09
4.86,4.93,5.0
4.63,4.76,4.89
4.86,4.93,4.64
4.71,4.83,5.0
5.0,5.0,4.79
4.86,4.93,4.76
4.5,4.69,4.63
4.75,4.86,4.76
5.0,5.0,4.8
5.0,5.0,4.86
4.94,5.0,4.45
5.0,5.0,4.79
5.0,5.0,5.0
5.0,5.0,4.74
5.0,5.0,5.0
4.88,4.95,5.0
4.91,5.0,4.82
4.67,4.8,4.77
4.0,4.5,4.93
4.81,4.89,4.91
4.33,4.58,4.65
5.0,5.0,5.0
0.0,4.0,5.0
4.0,4.5,4.91
5.0,5.0,4.54
5.0,5.0,4.91
4.83,4.91,5.0
5.0,5.0,4.88
4.88,4.95,5.0
4.53,4.71,4.92
5.0,5.0,4.8
4.93,5.0,4.77
5.0,5.0,4.55
4.94,5.0,5.0
5.0,5.0,4.97
4.81,4.89,4.77
4.92,5.0,4.71
4.56,4.72,4.8
4.7,4.82,4.56
4.5,4.69,4.51
4.75,4.86,4.38
4.62,4.75,4.91
4.6,4.75,4.94
4.11,4.5,5.0
4.8,4.89,4.36
5.0,5.0,5.0
4.67,4.8,4.77
5.0,5.0,4.72
4.9,4.97,4.74
5.0,5.0,4.71
5.0,5.0,4.5
4.8,4.89,5.0
4.33,4.58,4.73
4.67,4.8,4.56
4.25,4.52,4.25
4.56,4.72,4.65
4.8,4.89,4.73
4.85,4.92,4.78
5.0,5.0,4.88
3.67,4.29,5.0
5.0,5.0,5.0
4.83,4.91,5.0
5.0,5.0,4.67
4.0,4.5,4.67
4.5,4.69,4.0
5.0,5.0,4.33
4.89,4.96,5.0
4.62,4.75,4.37
4.0,4.5,4.15
5.0,5.0,4.46
4.49,4.65,4.63
4.47,4.64,4.87
5.0,5.0,5.0
4.95,5.0,4.78
5.0,5.0,5.0
5.0,5.0,4.8
4.25,4.52,4.88
5.0,5.0,5.0
4.92,5.0,4.92
4.97,5.0,4.57
4.67,4.8,4.4
5.0,5.0,4.78
0.0,4.0,4.87
4.94,5.0,4.92
4.0,4.5,4.96
3.67,4.29,4.71
5.0,5.0,4.78
4.0,4.5,4.78
4.5,4.69,4.77
4.86,4.93,4.6
4.24,4.5,4.97
5.0,5.0,4.89
4.7,4.82,4.99
4.93,5.0,4.31
4.9,4.97,4.47
4.75,4.86,4.33
4.5,4.69,4.0
4.86,4.93,4.41
4.8,4.89,4.3
4.67,4.8,4.32
5.0,5.0,4.86
0.0,4.0,4.75
4.63,4.76,4.86
4.81,4.89,4.88
4.91,5.0,5.0
4.67,4.8,4.77
4.43,4.63,4.7
4.2,4.5,4.76
4.33,4.58,4.64
4.96,5.0,4.57
4.97,5.0,4.72
4.71,4.83,4.53
4.5,4.69,4.69
4.69,4.81,4.71
4.6,4.75,4.68
4.75,4.86,4.62
4.97,5.0,4.57
4.82,4.9,4.88
4.68,4.81,5.0
5.0,5.0,4.6
4.8,4.89,5.0
4.83,4.91,4.54
4.75,4.86,4.47
4.93,5.0,5.0
4.78,4.87,4.68
4.0,4.5,4.78
4.91,5.0,3.0
4.7,4.82,4.9
4.88,4.95,5.0
4.79,4.88,4.82
4.75,4.86,4.68
4.73,4.83,4.88
4.4,4.61,4.68
4.86,4.93,4.69
4.97,5.0,4.88
4.96,5.0,4.79
4.85,4.92,5.0
4.82,4.9,4.89
5.0,5.0,4.87
4.6,4.75,4.7
4.89,4.96,4.73
4.56,4.72,4.75
4.44,4.63,4.71
4.87,4.94,4.99
4.86,4.93,4.9
4.81,4.89,4.86
4.86,4.93,4.75
4.82,4.9,4.92
4.89,4.96,5.0
4.0,4.5,4.82
4.0,4.5,4.89
4.0,4.5,4.85
5.0,5.0,4.75
0.0,4.0,4.85
4.92,5.0,4.86
4.38,4.6,4.74
4.88,4.95,4.83
4.85,4.92,4.99
4.89,4.96,4.97
5.0,5.0,5.0
5.0,5.0,5.0
5.0,5.0,4.94
4.0,4.5,4.55
4.89,4.96,4.75
4.7,4.82,4.67
4.9,4.97,4.85
4.86,4.93,4.89
4.57,4.73,5.0
5.0,5.0,4.89
5.0,5.0,4.93
4.76,4.86,4.68
4.9,4.97,4.5
3.5,4.25,4.88
4.93,5.0,5.0
5.0,5.0,4.8
5.0,5.0,4.96
4.8,4.89,4.88
5.0,5.0,5.0
4.9,4.97,5.0
5.0,5.0,4.93
4.92,5.0,4.0
4.82,4.9,4.74
4.74,4.84,5.0
4.81,4.89,4.56
4.96,5.0,4.7
4.8,4.89,4.82
4.92,5.0,4.65
4.74,4.84,4.7
4.86,4.93,4.59
4.66,4.78,4.74
4.89,4.96,5.0
5.0,5.0,4.93
4.63,4.76,4.49
4.8,4.89,4.42
4.38,4.6,4.38
4.73,4.83,4.78
4.6,4.75,4.92
5.0,5.0,5.0
5.0,5.0,4.43
5.0,5.0,5.0
4.86,4.93,5.0
4.92,5.0,4.95
5.0,5.0,4.85
4.71,4.83,5.0
4.58,4.74,4.57
5.0,5.0,4.8
4.9,4.97,4.45
4.85,4.92,5.0
4.64,4.77,5.0
4.96,5.0,5.0
5.0,5.0,5.0
5.0,5.0,5.0
4.33,4.58,5.0
4.67,4.8,4.57
4.9,4.97,4.83
4.83,4.91,5.0
4.67,4.8,4.92
4.33,4.58,4.71
0.0,4.0,5.0
4.98,5.0,4.47
5.0,5.0,4.64
4.92,5.0,4.87
4.5,4.69,4.85
4.59,4.74,5.0
4.67,4.8,4.7
4.59,4.74,4.68
4.83,4.91,4.14
4.78,4.87,4.33
4.42,4.62,3.38
5.0,5.0,4.38
4.95,5.0,3.67
4.83,4.91,4.0
4.8,4.89,4.8
4.86,4.93,5.0
4.68,4.81,5.0
4.76,4.86,4.8
5.0,5.0,4.85
4.5,4.69,5.0
5.0,5.0,4.92
4.76,4.86,4.81
5.0,5.0,4.68
4.71,4.83,4.25
4.53,4.71,4.92
4.63,4.76,4.75
4.74,4.84,4.95
5.0,5.0,4.91
4.77,4.86,4.67
4.98,5.0,4.25
5.0,5.0,4.37
4.74,4.84,4.48
4.84,4.92,4.86
5.0,5.0,4.8
4.29,4.54,4.0
5.0,5.0,5.0
4.75,4.86,5.0
4.89,4.96,3.0
4.88,4.95,4.67
4.94,5.0,4.8
5.0,5.0,5.0
5.0,5.0,4.67
4.96,5.0,5.0
4.96,5.0,4.67
5.0,5.0,4.82
5.0,5.0,4.75
4.75,4.86,4.85
4.83,4.91,5.0
5.0,5.0,4.89
4.33,4.58,4.91
4.71,4.83,5.0
4.5,4.69,4.68
4.94,5.0,4.86
4.89,4.96,4.7
5.0,5.0,4.67
4.75,4.86,4.57
4.2,4.5,4.96
4.89,4.96,5.0
4.93,5.0,4.67
5.0,5.0,4.73
4.88,4.95,4.64
0.0,4.0,4.65
4.0,4.5,5.0
4.89,4.96,4.95
4.49,4.65,4.9
4.85,4.92,5.0
4.85,4.92,4.91
4.83,4.91,5.0
5.0,5.0,4.96
4.55,4.71,4.91
4.8,4.89,4.98
5.0,5.0,5.0
5.0,5.0,5.0
4.88,4.95,5.0
4.75,4.86,5.0
4.94,5.0,4.78
4.74,4.84,4.5
4.5,4.69,5.0
4.86,4.93,5.0
4.79,4.88,4.68
4.63,4.76,5.0
4.73,4.83,5.0
4.59,4.74,5.0
4.76,4.86,4.85
4.0,4.5,4.95
3.0,4.17,4.84
4.81,4.89,5.0
4.8,4.89,4.93
5.0,5.0,4.0
5.0,5.0,4.77
4.43,4.63,4.95
5.0,5.0,4.75
5.0,5.0,4.89
5.0,5.0,4.55
0.0,4.0,4.9
5.0,5.0,4.73
4.43,4.63,4.65
4.86,4.93,4.8
5.0,5.0,5.0
4.91,5.0,5.0
5.0,5.0,5.0
4.88,4.95,4.93
4.83,4.91,5.0
4.52,4.7,5.0
4.8,4.89,4.69
4.94,5.0,5.0
5.0,5.0,4.86
4.93,5.0,4.68
4.58,4.74,5.0
4.84,4.92,4.4
4.9,4.97,5.0
4.88,4.95,4.83
4.56,4.72,5.0
5.0,5.0,4.78
4.78,4.87,5.0
4.94,5.0,4.58
4.6,4.75,5.0
4.85,4.92,5.0
4.65,4.77,5.0
4.67,4.8,5.0
4.55,4.71,5.0
4.83,4.91,5.0
4.89,4.96,4.95
4.57,4.73,5.0
4.75,4.86,4.81
4.88,4.95,5.0
5.0,5.0,4.75
5.0,5.0,5.0
4.75,4.86,5.0
4.43,4.63,5.0
4.4,4.61,4.33
5.0,5.0,5.0
5.0,5.0,4.78
5.0,5.0,4.67
4.89,4.96,4.8
4.6,4.75,5.0
5.0,5.0,5.0
5.0,5.0,4.77
4.71,4.83,5.0
4.93,5.0,4.25
4.2,4.5,5.0
4.95,5.0,5.0
4.82,4.9,4.79
4.92,5.0,5.0
5.0,5.0,5.0
5.0,5.0,4.94
4.33,4.58,5.0
4.0,4.5,5.0
4.43,4.63,4.5
4.78,4.87,5.0
4.56,4.72,5.0
4.39,4.6,5.0
4.92,5.0,4.66
4.12,4.5,4.8
4.69,4.81,4.53
4.77,4.86,4.88
4.5,4.69,5.0
4.84,4.92,4.67
5.0,5.0,4.8
4.76,4.86,4.9
4.76,4.86,4.67
5.0,5.0,4.64
4.7,4.82,4.8
4.81,4.89,4.75
4.69,4.81,4.72
4.8,4.89,5.0
4.88,4.95,5.0
4.0,4.5,4.57
4.55,4.71,4.85
4.9,4.97,4.63
4.67,4.8,4.92
4.74,4.84,5.0
3.0,4.17,5.0
4.6,4.75,4.88
4.0,4.5,4.5
4.71,4.83,5.0
5.0,5.0,5.0
4.9,4.97,5.0
5.0,5.0,5.0
4.67,4.8,5.0
5.0,5.0,5.0
4.7,4.82,4.82
4.73,4.83,4.95
5.0,5.0,5.0
5.0,5.0,5.0
4.5,4.69,4.0
4.88,4.95,4.96
4.79,4.88,4.67
4.8,4.89,4.57
4.88,4.95,4.1
4.0,4.5,4.57
4.71,4.83,4.95
4.9,4.97,5.0
4.5,4.69,5.0
5.0,5.0,5.0
4.86,4.93,4.54
4.75,4.86,4.92
5.0,5.0,4.92
4.67,4.8,4.85
4.84,4.92,5.0
5.0,5.0,5.0
4.89,4.96,4.93
4.96,5.0,4.9
4.0,4.5,4.89
4.67,4.8,4.89
4.0,4.5,4.89
4.74,4.84,4.8
4.55,4.71,5.0
4.93,5.0,5.0
4.0,4.5,5.0
4.72,4.83,5.0
4.84,4.92,5.0
4.89,4.96,5.0
4.79,4.88,5.0
4.9,4.97,5.0
4.89,4.96,4.88
4.6,4.75,5.0
4.84,4.92,5.0
5.0,5.0,4.9
4.8,4.89,5.0
5.0,5.0,4.73
4.96,5.0,5.0
5.0,5.0,5.0
4.9,4.97,5.0
4.67,4.8,4.75
4.82,4.9,4.87
5.0,5.0,4.85
4.93,5.0,4.88
4.67,4.8,4.95
4.77,4.86,5.0
4.88,4.95,4.76
4.86,4.93,4.6
4.83,4.91,5.0
4.91,5.0,4.88
0.0,4.0,4.9
4.69,4.81,5.0
4.4,4.61,4.8
4.5,4.69,5.0
4.92,5.0,4.81
4.59,4.74,5.0
4.81,4.89,5.0
5.0,5.0,4.88
5.0,5.0,5.0
5.0,5.0,4.93
4.5,4.69,5.0
4.67,4.8,4.73
4.67,4.8,4.86
4.9,4.97,4.93
4.33,4.58,4.92
4.44,4.63,4.5
5.0,5.0,5.0
4.5,4.69,4.4
4.0,4.5,5.0
4.5,4.69,4.9
4.5,4.69,4.83
4.9,4.97,5.0
4.78,4.87,5.0
4.5,4.69,4.93
5.0,5.0,4.63
4.88,4.95,5.0
4.67,4.8,4.75
4.95,5.0,4.86
5.0,5.0,4.9
0.0,4.0,4.74
5.0,5.0,4.81
4.57,4.73,5.0
4.69,4.81,4.91
4.6,4.75,4.5
4.67,4.8,4.98
4.5,4.69,4.6
4.87,4.94,5.0
4.79,4.88,4.88
4.67,4.8,4.67
4.81,4.89,4.96
4.75,4.86,5.0
4.82,4.9,4.45
5.0,5.0,4.5
4.87,4.94,5.0
4.67,4.8,4.85
0.0,4.0,5.0
4.77,4.86,4.94
5.0,5.0,4.81
5.0,5.0,4.86
4.0,4.5,4.81
4.6,4.75,5.0
4.43,4.63,4.63
4.85,4.92,5.0
4.0,4.5,4.77
5.0,5.0,5.0
4.71,4.83,5.0
4.77,4.86,5.0
4.83,4.91,5.0
4.78,4.87,4.0
4.81,4.89,4.53
4.75,4.86,4.67
4.8,4.89,4.93
4.67,4.8,4.85
5.0,5.0,4.81
4.5,4.69,4.9
4.94,5.0,5.0
4.13,4.5,4.95
4.84,4.92,4.94
4.77,4.86,4.92
4.79,4.88,5.0
4.68,4.81,5.0
5.0,5.0,4.91
4.96,5.0,5.0
5.0,5.0,4.78
5.0,5.0,4.62
4.0,4.5,5.0
4.8,4.89,4.87
4.38,4.6,4.95
4.73,4.83,4.71
4.67,4.8,4.89
4.55,4.71,5.0
4.75,4.86,5.0
5.0,5.0,4.96
4.91,5.0,5.0
5.0,5.0,4.95
4.95,5.0,5.0
4.63,4.76,5.0
4.71,4.83,5.0
4.48,4.65,4.8
5.0,5.0,4.87
4.83,4.91,4.49
4.93,5.0,5.0
5.0,5.0,5.0
4.89,4.96,5.0
5.0,5.0,5.0
4.94,5.0,4.94
4.49,4.65,4.96
4.86,4.93,4.97
4.36,4.58,4.85
4.6,4.75,5.0
5.0,5.0,4.88
4.6,4.75,4.67
4.76,4.86,4.57
4.63,4.76,3.57
4.7,4.82,5.0
4.63,4.76,4.52
5.0,5.0,4.96
5.0,5.0,4.5
4.96,5.0,5.0
4.83,4.91,4.92
4.5,4.69,4.85
4.88,4.95,5.0
4.87,4.94,4.67
4.76,4.86,4.9
4.0,4.5,4.75
5.0,5.0,4.94
4.94,5.0,5.0
4.78,4.87,5.0
4.23,4.5,5.0
4.22,4.5,4.67
4.0,4.5,4.97
4.42,4.62,4.94
4.38,4.6,4.6
4.31,4.55,4.89
4.85,4.92,5.0
4.8,4.89,4.92
5.0,5.0,4.85
4.88,4.95,5.0
4.59,4.74,4.58
4.74,4.84,4.94
4.67,4.8,4.7
4.83,4.91,4.91
5.0,5.0,5.0
4.88,4.95,5.0
4.69,4.81,5.0
4.9,4.97,4.82
4.8,4.89,4.95
4.8,4.89,5.0
4.67,4.8,4.94
5.0,5.0,5.0
4.94,5.0,4.93
4.59,4.74,5.0
5.0,5.0,5.0
4.75,4.86,5.0
4.83,4.91,4.98
4.79,4.88,4.89
4.58,4.74,4.94
4.78,4.87,4.48
4.9,4.97,5.0
4.82,4.9,5.0
5.0,5.0,5.0
5.0,5.0,5.0
4.87,4.94,5.0
4.67,4.8,5.0
4.83,4.91,4.92
4.42,4.62,4.9
3.0,4.17,5.0
4.67,4.8,4.67
4.9,4.97,5.0
4.78,4.87,4.98
4.97,5.0,5.0
4.5,4.69,4.5
5.0,5.0,4.9
5.0,5.0,4.8
4.4,4.61,4.8
4.73,4.83,3.8
4.86,4.93,5.0
4.95,5.0,4.08
4.81,4.89,4.96
4.69,4.81,5.0
5.0,5.0,4.65
4.67,4.8,5.0
4.9,4.97,4.8
4.78,4.87,5.0
5.0,5.0,4.97
3.0,4.17,5.0
5.0,5.0,4.8
4.85,4.92,5.0
4.86,4.93,4.67
5.0,5.0,4.0
4.89,4.96,4.71
4.64,4.77,4.82
4.66,4.78,4.9
4.92,5.0,5.0
5.0,5.0,4.92
4.87,4.94,4.75
3.5,4.25,5.0
4.87,4.94,4.96
4.79,4.88,4.6
4.85,4.92,5.0
4.93,5.0,4.97
4.74,4.84,5.0
3.75,4.31,4.75
4.65,4.77,4.64
4.5,4.69,4.91
5.0,5.0,4.97
4.5,4.69,4.72
4.73,4.83,5.0
5.0,5.0,4.74
4.5,4.69,5.0
4.89,4.96,4.69
4.47,4.64,5.0
4.86,4.93,4.96
4.68,4.81,4.94
4.88,4.95,5.0
4.86,4.93,4.94
5.0,5.0,4.63
4.96,5.0,4.75
4.72,4.83,4.0
3.56,4.25,5.0
5.0,5.0,4.91
4.77,4.86,4.71
4.69,4.81,4.85
5.0,5.0,5.0
5.0,5.0,4.91
4.6,4.75,5.0
4.0,4.5,4.92
4.83,4.91,5.0
4.8,4.89,4.79
4.71,4.83,4.86
5.0,5.0,4.91
4.89,4.96,5.0
4.87,4.94,5.0
5.0,5.0,5.0
4.77,4.86,4.78
4.67,4.8,5.0
4.78,4.87,5.0
4.8,4.89,5.0
4.63,4.76,4.74
4.93,5.0,5.0
4.0,4.5,4.71
4.54,4.71,4.92
4.93,5.0,5.0
4.92,5.0,4.67
5.0,5.0,5.0
4.82,4.9,5.0
5.0,5.0,4.99
4.7,4.82,4.86
5.0,5.0,5.0
4.96,5.0,4.86
4.74,4.84,4.87
5.0,5.0,5.0
5.0,5.0,4.96
5.0,5.0,5.0
4.94,5.0,4.55
4.97,5.0,4.87
4.0,4.5,5.0
4.75,4.86,5.0
5.0,5.0,4.86
5.0,5.0,4.75
5.0,5.0,4.96
4.94,5.0,5.0
4.69,4.81,5.0
4.5,4.69,4.82
4.5,4.69,5.0
4.81,4.89,5.0
5.0,5.0,5.0
4.33,4.58,4.78
4.67,4.8,5.0
4.94,5.0,5.0
4.61,4.75,4.15
4.33,4.58,4.98
4.67,4.8,4.5
4.67,4.8,5.0
4.8,4.89,4.85
4.85,4.92,4.6
4.5,4.69,5.0
4.92,5.0,4.0
4.89,4.96,5.0
4.71,4.83,4.82
5.0,5.0,4.91
4.63,4.76,4.92
4.4,4.61,3.78
0.0,4.0,4.81
4.91,5.0,4.8
5.0,5.0,5.0
4.8,4.89,4.8
4.94,5.0,4.97
4.84,4.92,5.0
4.53,4.71,5.0
4.88,4.95,4.8
4.89,4.96,3.64
4.9,4.97,5.0
5.0,5.0,5.0
5.0,5.0,4.89
5.0,5.0,4.89
5.0,5.0,4.97
5.0,5.0,5.0
4.8,4.89,4.67
4.9,4.97,4.75
4.83,4.91,4.96
4.58,4.74,4.78
4.78,4.87,4.93
4.97,5.0,5.0
4.7,4.82,5.0
5.0,5.0,4.67
4.67,4.8,4.87
4.55,4.71,4.93
5.0,5.0,4.9
4.52,4.7,4.97
5.0,5.0,4.83
5.0,5.0,5.0
4.82,4.9,4.85
4.5,4.69,5.0
5.0,5.0,4.94
4.8,4.89,5.0
4.44,4.63,4.75
5.0,5.0,4.89
4.0,4.5,4.67
4.87,4.94,5.0
4.92,5.0,4.95
5.0,5.0,4.63
4.43,4.63,5.0
4.57,4.73,5.0
4.56,4.72,4.95
4.97,5.0,5.0
4.67,4.8,4.52
4.67,4.8,4.89
4.74,4.84,4.93
4.88,4.95,4.3
4.92,5.0,4.5
4.69,4.81,4.35
4.83,4.91,4.27
4.9,4.97,5.0
5.0,5.0,4.53
4.77,4.86,4.97
4.67,4.8,5.0
4.82,4.9,4.33
4.8,4.89,4.94
4.5,4.69,4.87
4.0,4.5,4.81
4.92,5.0,5.0
4.0,4.5,4.76
5.0,5.0,5.0
4.86,4.93,4.57
5.0,5.0,4.89
4.69,4.81,5.0
5.0,5.0,5.0
4.79,4.88,5.0
4.71,4.83,4.91
