original_2021,adjusted_2021,target_2025
4.71,4.83,4.93
5.0,5.0,5.0
5.0,5.0,4.86
5.0,5.0,4.96
4.2,4.5,5.0
4.95,5.0,5.0
4.79,4.88,5.0
4.87,4.94,4.87
4.44,4.63,4.89
5.0,5.0,4.67
4.0,4.5,4.82
4.57,4.73,4.88
5.0,5.0,5.0
5.0,5.0,5.0
4.8,4.89,5.0
4.8,4.89,5.0
5.0,5.0,4.71
4.97,5.0,4.95
5.0,5.0,4.56
4.33,4.58,5.0
4.93,5.0,4.94
4.89,4.96,4.95
4.67,4.8,4.44
5.0,5.0,5.0
4.88,4.95,5.0
4.5,4.69,5.0
4.85,4.92,5.0
4.67,4.8,4.83
4.94,5.0,4.86
4.49,4.65,5.0
4.83,4.91,3.92
4.5,4.69,4.75
4.79,4.88,5.0
4.8,4.89,5.0
5.0,5.0,4.88
0.0,4.0,4.9
5.0,5.0,5.0
5.0,5.0,5.0
4.5,4.69,4.96
5.0,5.0,5.0
4.88,4.95,5.0
4.9,4.97,5.0
5.0,5.0,5.0
4.76,4.86,5.0
4.86,4.93,5.0
4.85,4.92,5.0
4.67,4.8,5.0
4.39,4.6,5.0
5.0,5.0,5.0
4.91,5.0,4.5
4.95,5.0,4.55
5.0,5.0,5.0
5.0,5.0,4.55
4.91,5.0,4.88
5.0,5.0,5.0
4.83,4.91,4.91
5.0,5.0,3.0
4.57,4.73,5.0
4.81,4.89,4.8
4.67,4.8,5.0
4.94,5.0,4.97
4.2,4.5,4.83
4.94,5.0,5.0
4.75,4.86,4.85
4.81,4.89,4.75
5.0,5.0,5.0
4.0,4.5,4.88
5.0,5.0,5.0
4.94,5.0,5.0
4.96,5.0,4.0
5.0,5.0,4.95
5.0,5.0,4.57
5.0,5.0,4.96
5.0,5.0,4.27
5.0,5.0,5.0
4.88,4.95,4.5
4.94,5.0,5.0
4.73,4.83,5.0
4.75,4.86,4.92
4.83,4.91,4.84
4.0,4.5,4.83
4.0,4.5,5.0
0.0,4.0,5.0
0.0,4.0,4.55
3.0,4.17,4.89
5.0,5.0,5.0
4.83,4.91,4.69
5.0,5.0,4.92
2.0,4.0,4.92
4.75,4.86,5.0
4.94,5.0,4.71
5.0,5.0,5.0
4.83,4.91,5.0
4.88,4.95,5.0
4.6,4.75,5.0
5.0,5.0,4.93
4.5,4.69,4.95
4.89,4.96,5.0
4.45,4.64,4.89
5.0,5.0,4.96
4.93,5.0,4.75
5.0,5.0,4.75
3.67,4.29,4.92
4.93,5.0,4.85
4.45,4.64,4.86
5.0,5.0,4.5
4.69,4.81,4.96
4.67,4.8,5.0
4.89,4.96,4.5
4.81,4.89,5.0
4.8,4.89,5.0
3.89,4.33,4.8
4.5,4.69,4.91
5.0,5.0,5.0
5.0,5.0,4.67
4.95,5.0,5.0
4.63,4.76,5.0
5.0,5.0,5.0
4.97,5.0,4.89
5.0,5.0,4.94
4.91,5.0,5.0
4.95,5.0,4.75
4.93,5.0,5.0
4.96,5.0,5.0
4.75,4.86,4.0
4.67,4.8,4.93
4.89,4.96,3.5
4.91,5.0,5.0
4.43,4.63,4.87
5.0,5.0,5.0
4.97,5.0,4.87
5.0,5.0,5.0
4.37,4.59,5.0
4.56,4.72,4.82
0.0,4.0,4.22
4.9,4.97,4.67
4.89,4.96,4.73
4.47,4.64,4.8
5.0,5.0,4.5
4.67,4.8,4.93
4.73,4.83,5.0
4.95,5.0,5.0
4.89,4.96,4.95
5.0,5.0,4.8
4.86,4.93,4.86
5.0,5.0,4.67
4.69,4.81,5.0
4.96,5.0,5.0
5.0,5.0,5.0
5.0,5.0,5.0
4.75,4.86,4.0
4.73,4.83,4.68
5.0,5.0,5.0
4.85,4.92,5.0
4.89,4.96,4.8
4.5,4.69,5.0
4.79,4.88,5.0
5.0,5.0,5.0
5.0,5.0,5.0
4.72,4.83,4.83
0.0,4.0,4.93
4.94,5.0,5.0
4.34,4.58,5.0
4.7,4.82,5.0
4.58,4.74,4.91
4.88,4.95,5.0
5.0,5.0,4.91
5.0,5.0,5.0
5.0,5.0,4.77
5.0,5.0,4.94
5.0,5.0,5.0
4.68,4.81,4.71
4.58,4.74,4.82
5.0,5.0,5.0
4.5,4.69,4.46
4.27,4.53,5.0
4.96,5.0,5.0
4.9,4.97,5.0
4.0,4.5,5.0
4.71,4.83,5.0
4.82,4.9,4.89
4.98,5.0,5.0
4.81,4.89,5.0
4.8,4.89,4.4
4.71,4.83,4.88
4.67,4.8,4.67
5.0,5.0,5.0
4.67,4.8,5.0
5.0,5.0,4.83
4.67,4.8,4.83
4.79,4.88,5.0
4.0,4.5,5.0
4.69,4.81,5.0
5.0,5.0,5.0
4.89,4.96,4.5
4.92,5.0,5.0
4.59,4.74,4.89
4.5,4.69,5.0
4.93,5.0,4.92
4.98,5.0,4.88
4.86,4.93,4.82
4.5,4.69,5.0
4.91,5.0,4.6
4.0,4.5,5.0
5.0,5.0,5.0
5.0,5.0,4.82
4.84,4.92,5.0
4.86,4.93,4.86
4.44,4.63,5.0
5.0,5.0,5.0
4.81,4.89,4.67
4.67,4.8,5.0
4.8,4.89,5.0
4.96,5.0,4.5
5.0,5.0,5.0
3.33,4.2,4.93
4.96,5.0,5.0
4.83,4.91,4.95
4.93,5.0,5.0
4.22,4.5,5.0
4.6,4.75,4.67
4.88,4.95,5.0
4.93,5.0,5.0
4.75,4.86,5.0
4.82,4.9,5.0
4.75,4.86,5.0
4.57,4.73,5.0
4.83,4.91,5.0
4.5,4.69,4.92
4.98,5.0,5.0
4.88,4.95,5.0
5.0,5.0,5.0
5.0,5.0,5.0
4.97,5.0,5.0
4.25,4.52,5.0
5.0,5.0,4.67
4.56,4.72,5.0
4.0,4.5,4.82
4.83,4.91,5.0
4.69,4.81,4.83
5.0,5.0,5.0
0.0,4.0,4.83
4.9,4.97,5.0
5.0,5.0,5.0
4.67,4.8,4.58
4.94,5.0,4.6
4.97,5.0,5.0
4.0,4.5,4.7
5.0,5.0,4.74
5.0,5.0,5.0
4.86,4.93,4.89
4.88,4.95,4.8
4.89,4.96,4.93
3.0,4.17,5.0
4.45,4.64,4.89
4.67,4.8,5.0
4.93,5.0,4.83
4.65,4.77,4.86
4.67,4.8,5.0
4.25,4.52,4.68
5.0,5.0,5.0
4.71,4.83,5.0
5.0,5.0,4.75
5.0,5.0,4.59
5.0,5.0,4.35
4.88,4.95,4.75
4.91,5.0,4.85
4.93,5.0,4.64
3.25,4.17,4.17
5.0,5.0,5.0
4.63,4.76,4.8
5.0,5.0,5.0
4.62,4.75,5.0
5.0,5.0,4.67
4.5,4.69,5.0
4.0,4.5,4.88
4.95,5.0,4.67
4.54,4.71,5.0
4.72,4.83,4.0
5.0,5.0,5.0
4.94,5.0,4.74
4.81,4.89,5.0
5.0,5.0,5.0
4.5,4.69,5.0
4.71,4.83,5.0
4.58,4.74,4.89
4.98,5.0,4.83
5.0,5.0,5.0
5.0,5.0,5.0
4.83,4.91,4.53
4.92,5.0,5.0
4.5,4.69,3.89
5.0,5.0,5.0
4.8,4.89,5.0
4.88,4.95,4.94
4.75,4.86,5.0
4.88,4.95,4.83
4.92,5.0,4.91
4.63,4.76,4.5
4.6,4.75,5.0
5.0,5.0,5.0
5.0,5.0,4.66
4.64,4.77,4.56
5.0,5.0,4.47
4.5,4.69,5.0
4.74,4.84,4.75
4.33,4.58,4.83
5.0,5.0,4.87
4.5,4.69,5.0
4.67,4.8,4.78
5.0,5.0,4.5
4.73,4.83,5.0
4.94,5.0,4.79
4.74,4.84,4.75
4.75,4.86,5.0
4.54,4.71,4.69
4.55,4.71,5.0
4.88,4.95,5.0
4.7,4.82,4.88
4.67,4.8,5.0
4.9,4.97,4.94
4.97,5.0,5.0
4.78,4.87,5.0
5.0,5.0,4.0
4.67,4.8,4.63
4.75,4.86,5.0
4.79,4.88,4.5
3.83,4.33,5.0
4.91,5.0,4.61
5.0,5.0,4.98
4.67,4.8,5.0
5.0,5.0,4.83
4.56,4.72,5.0
4.75,4.86,4.83
4.56,4.72,5.0
4.46,4.64,5.0
4.67,4.8,5.0
4.73,4.83,4.94
4.33,4.58,5.0
4.78,4.87,5.0
4.69,4.81,4.4
4.67,4.8,5.0
2.0,4.0,4.0
4.67,4.8,5.0
3.88,4.33,4.76
4.73,4.83,5.0
4.82,4.9,5.0
4.5,4.69,5.0
4.96,5.0,4.8
5.0,5.0,5.0
4.75,4.86,4.93
3.75,4.31,4.67
5.0,5.0,4.88
4.0,4.5,5.0
4.3,4.55,4.75
4.8,4.89,5.0
5.0,5.0,5.0
4.86,4.93,4.93
4.9,4.97,4.71
4.75,4.86,5.0
4.89,4.96,5.0
5.0,5.0,4.78
5.0,5.0,5.0
5.0,5.0,5.0
4.75,4.86,5.0
4.63,4.76,4.94
4.94,5.0,5.0
4.91,5.0,4.8
4.89,4.96,4.95
5.0,5.0,5.0
4.72,4.83,5.0
4.71,4.83,4.64
5.0,5.0,5.0
4.45,4.64,5.0
4.13,4.5,5.0
4.63,4.76,5.0
4.83,4.91,5.0
4.69,4.81,4.96
4.78,4.87,5.0
5.0,5.0,5.0
4.91,5.0,4.76
5.0,5.0,4.78
4.9,4.97,4.8
5.0,5.0,4.85
5.0,5.0,5.0
4.9,4.97,4.93
4.6,4.75,4.92
4.75,4.86,4.0
4.75,4.86,4.78
4.72,4.83,4.68
4.6,4.75,5.0
5.0,5.0,4.52
4.67,4.8,4.94
4.75,4.86,4.92
4.6,4.75,5.0
4.66,4.78,4.8
5.0,5.0,5.0
4.8,4.89,5.0
5.0,5.0,5.0
4.55,4.71,5.0
4.52,4.7,4.67
4.54,4.71,4.76
5.0,5.0,4.74
4.93,5.0,5.0
4.83,4.91,4.83
4.86,4.93,5.0
4.4,4.61,4.75
5.0,5.0,4.93
5.0,5.0,5.0
4.8,4.89,4.9
4.5,4.69,5.0
4.86,4.93,5.0
4.92,5.0,4.88
5.0,5.0,4.75
5.0,5.0,5.0
5.0,5.0,5.0
4.6,4.75,4.93
4.93,5.0,5.0
0.0,4.0,4.94
4.5,4.69,5.0
4.71,4.83,5.0
5.0,5.0,5.0
4.9,4.97,5.0
4.17,4.5,5.0
4.8,4.89,4.92
4.76,4.86,4.96
4.77,4.86,4.88
5.0,5.0,4.84
4.94,5.0,5.0
4.92,5.0,5.0
4.93,5.0,4.74
4.67,4.8,4.4
4.38,4.6,5.0
4.83,4.91,5.0
5.0,5.0,4.0
5.0,5.0,4.91
4.71,4.83,4.5
4.84,4.92,5.0
4.56,4.72,5.0
4.83,4.91,5.0
4.09,4.5,5.0
4.5,4.69,4.75
4.47,4.64,5.0
4.52,4.7,4.9
4.82,4.9,5.0
4.87,4.94,5.0
4.92,5.0,5.0
4.96,5.0,4.9
4.84,4.92,4.87
5.0,5.0,4.89
5.0,5.0,4.5
4.55,4.71,4.71
5.0,5.0,5.0
4.88,4.95,4.87
5.0,5.0,4.95
4.9,4.97,5.0
4.25,4.52,5.0
4.96,5.0,4.5
4.94,5.0,4.67
4.81,4.89,4.93
4.58,4.74,4.75
5.0,5.0,5.0
5.0,5.0,5.0
4.81,4.89,5.0
4.9,4.97,5.0
4.73,4.83,5.0
4.91,5.0,5.0
4.8,4.89,5.0
4.68,4.81,5.0
4.89,4.96,4.88
4.33,4.58,5.0
4.84,4.92,4.9
4.91,5.0,5.0
4.82,4.9,4.33
4.77,4.86,4.0
4.98,5.0,4.0
5.0,5.0,4.5
4.67,4.8,4.0
4.5,4.69,5.0
4.88,4.95,4.93
4.87,4.94,4.95
5.0,5.0,5.0
4.75,4.86,5.0
4.96,5.0,5.0
4.5,4.69,5.0
4.29,4.54,5.0
4.84,4.92,4.89
4.97,5.0,4.98
5.0,5.0,4.83
4.64,4.77,4.9
4.93,5.0,4.77
5.0,5.0,4.9
4.89,4.96,4.89
5.0,5.0,5.0
5.0,5.0,5.0
4.78,4.87,5.0
4.67,4.8,5.0
4.8,4.89,5.0
4.84,4.92,4.91
4.92,5.0,5.0
5.0,5.0,4.67
4.55,4.71,4.93
4.0,4.5,5.0
4.78,4.87,5.0
4.85,4.92,4.94
5.0,5.0,5.0
4.75,4.86,4.9
4.47,4.64,5.0
4.42,4.62,4.86
4.08,4.5,4.25
4.89,4.96,5.0
4.68,4.81,5.0
4.93,5.0,5.0
4.69,4.81,4.88
5.0,5.0,5.0
5.0,5.0,5.0
4.78,4.87,5.0
5.0,5.0,5.0
4.75,4.86,4.71
5.0,5.0,5.0
4.8,4.89,5.0
4.87,4.94,5.0
4.9,4.97,4.9
4.85,4.92,5.0
4.92,5.0,4.75
4.77,4.86,5.0
4.58,4.74,4.96
4.87,4.94,5.0
4.75,4.86,5.0
5.0,5.0,4.9
5.0,5.0,4.91
5.0,5.0,4.67
5.0,5.0,4.9
4.8,4.89,4.86
4.88,4.95,5.0
4.29,4.54,4.86
4.91,5.0,5.0
4.86,4.93,4.92
4.33,4.58,4.83
5.0,5.0,4.84
4.67,4.8,4.88
4.95,5.0,4.86
4.88,4.95,4.4
4.6,4.75,4.75
4.5,4.69,4.82
5.0,5.0,5.0
5.0,5.0,4.33
4.36,4.58,4.91
4.93,5.0,5.0
4.56,4.72,4.93
4.96,5.0,4.92
4.75,4.86,4.83
0.0,4.0,5.0
5.0,5.0,4.82
3.67,4.29,5.0
5.0,5.0,4.5
4.92,5.0,4.9
4.75,4.86,4.82
4.8,4.89,4.67
4.76,4.86,5.0
4.83,4.91,4.95
4.83,4.91,4.5
4.78,4.87,5.0
4.93,5.0,4.5
4.67,4.8,5.0
4.92,5.0,5.0
4.83,4.91,5.0
4.4,4.61,4.58
4.95,5.0,5.0
4.91,5.0,5.0
4.88,4.95,4.86
4.91,5.0,5.0
4.74,4.84,4.5
4.75,4.86,5.0
4.81,4.89,5.0
4.88,4.95,5.0
4.77,4.86,4.85
4.67,4.8,5.0
4.87,4.94,5.0
5.0,5.0,5.0
5.0,5.0,4.91
5.0,5.0,5.0
5.0,5.0,5.0
4.67,4.8,4.87
5.0,5.0,5.0
0.0,4.0,4.82
4.56,4.72,4.96
4.0,4.5,4.62
4.91,5.0,5.0
4.25,4.52,4.75
5.0,5.0,4.55
4.95,5.0,5.0
4.8,4.89,5.0
5.0,5.0,4.88
4.75,4.86,4.86
5.0,5.0,5.0
4.91,5.0,4.79
4.79,4.88,4.89
4.94,5.0,5.0
4.93,5.0,4.93
4.92,5.0,4.8
3.0,4.17,3.9
4.67,4.8,4.91
4.92,5.0,4.93
5.0,5.0,5.0
5.0,5.0,4.86
4.91,5.0,4.83
4.91,5.0,5.0
3.0,4.17,4.99
4.5,4.69,5.0
4.67,4.8,4.89
4.88,4.95,5.0
4.88,4.95,5.0
4.94,5.0,4.67
4.7,4.82,5.0
5.0,5.0,4.75
4.65,4.77,5.0
5.0,5.0,5.0
4.51,4.7,4.98
4.96,5.0,4.86
5.0,5.0,4.91
4.92,5.0,4.72
5.0,5.0,5.0
5.0,5.0,5.0
4.8,4.89,4.4
4.81,4.89,5.0
5.0,5.0,4.83
4.75,4.86,4.94
4.87,4.94,4.92
5.0,5.0,5.0
5.0,5.0,4.92
4.6,4.75,5.0
5.0,5.0,4.4
4.33,4.58,5.0
4.58,4.74,5.0
5.0,5.0,4.0
5.0,5.0,4.91
5.0,5.0,5.0
4.5,4.69,4.73
5.0,5.0,5.0
4.63,4.76,4.89
4.13,4.5,4.96
4.71,4.83,5.0
5.0,5.0,4.98
4.0,4.5,5.0
4.9,4.97,5.0
4.88,4.95,4.94
5.0,5.0,4.33
4.83,4.91,5.0
5.0,5.0,4.88
4.9,4.97,5.0
4.63,4.76,5.0
4.72,4.83,5.0
4.95,5.0,4.86
4.7,4.82,4.98
0.0,4.0,4.5
4.8,4.89,5.0
5.0,5.0,4.81
4.72,4.83,4.94
4.86,4.93,5.0
4.67,4.8,4.75
5.0,5.0,5.0
5.0,5.0,4.75
4.83,4.91,5.0
5.0,5.0,5.0
5.0,5.0,4.93
5.0,5.0,5.0
4.88,4.95,5.0
4.94,5.0,5.0
5.0,5.0,4.64
4.98,5.0,4.75
5.0,5.0,4.95
4.0,4.5,4.89
4.5,4.69,4.86
4.83,4.91,5.0
4.08,4.5,5.0
4.97,5.0,5.0
4.85,4.92,5.0
5.0,5.0,4.73
4.83,4.91,4.75
4.55,4.71,4.92
4.75,4.86,5.0
5.0,5.0,4.67
4.95,5.0,5.0
4.93,5.0,4.17
4.86,4.93,5.0
5.0,5.0,5.0
4.96,5.0,5.0
4.98,5.0,4.67
5.0,5.0,4.94
4.75,4.86,5.0
4.2,4.5,4.9
4.8,4.89,5.0
4.33,4.58,5.0
5.0,5.0,5.0
4.67,4.8,5.0
5.0,5.0,5.0
4.73,4.83,5.0
5.0,5.0,5.0
4.73,4.83,5.0
4.86,4.93,4.86
4.71,4.83,4.67
4.7,4.82,4.97
4.9,4.97,5.0
5.0,5.0,5.0
4.67,4.8,4.87
5.0,5.0,4.15
4.63,4.76,4.52
4.93,5.0,5.0
5.0,5.0,5.0
4.91,5.0,5.0
4.67,4.8,5.0
4.88,4.95,5.0
4.9,4.97,4.82
4.76,4.86,4.97
4.6,4.75,5.0
4.0,4.5,5.0
4.95,5.0,4.6
4.9,4.97,5.0
4.47,4.64,4.87
4.81,4.89,5.0
5.0,5.0,5.0
4.71,4.83,4.7
4.63,4.76,5.0
5.0,5.0,4.8
4.68,4.81,4.82
4.82,4.9,5.0
5.0,5.0,5.0
5.0,5.0,4.75
4.88,4.95,4.83
4.71,4.83,5.0
4.96,5.0,4.87
4.57,4.73,5.0
4.56,4.72,5.0
5.0,5.0,5.0
5.0,5.0,4.91
4.67,4.8,5.0
4.87,4.94,5.0
4.92,5.0,5.0
4.85,4.92,4.67
4.68,4.81,5.0
5.0,5.0,5.0
4.6,4.75,5.0
4.86,4.93,4.96
4.73,4.83,5.0
4.71,4.83,5.0
5.0,5.0,5.0
4.76,4.86,4.94
4.86,4.93,5.0
5.0,5.0,4.67
4.89,4.96,5.0
4.94,5.0,5.0
4.52,4.7,5.0
4.98,5.0,4.89
4.82,4.9,4.69
5.0,5.0,4.83
5.0,5.0,5.0
4.81,4.89,3.5
4.59,4.74,4.0
4.76,4.86,4.33
4.59,4.74,4.0
4.91,5.0,5.0
4.6,4.75,4.83
4.72,4.83,3.6
4.88,4.95,5.0
4.84,4.92,4.67
4.95,5.0,4.75
4.69,4.81,5.0
5.0,5.0,4.9
4.67,4.8,5.0
4.67,4.8,5.0
4.98,5.0,4.94
5.0,5.0,4.73
4.7,4.82,4.74
4.97,5.0,4.64
5.0,5.0,5.0
5.0,5.0,4.6
4.93,5.0,5.0
4.45,4.64,5.0
4.88,4.95,4.86
4.73,4.83,5.0
4.91,5.0,5.0
4.75,4.86,5.0
5.0,5.0,4.94
4.82,4.9,5.0
5.0,5.0,5.0
4.75,4.86,5.0
5.0,5.0,5.0
4.98,5.0,5.0
4.7,4.82,4.67
4.5,4.69,5.0
5.0,5.0,4.42
4.9,4.97,5.0
4.79,4.88,4.82
4.77,4.86,4.75
5.0,5.0,5.0
3.8,4.32,4.97
4.82,4.9,5.0
4.86,4.93,5.0
4.3,4.55,5.0
3.0,4.17,5.0
4.38,4.6,5.0
4.8,4.89,4.83
4.0,4.5,5.0
4.88,4.95,5.0
4.9,4.97,5.0
5.0,5.0,4.67
4.93,5.0,4.88
0.0,4.0,4.92
5.0,5.0,5.0
4.94,5.0,5.0
4.75,4.86,4.88
4.6,4.75,4.95
4.83,4.91,4.96
5.0,5.0,5.0
4.87,4.94,5.0
4.68,4.81,4.95
5.0,5.0,4.93
4.3,4.55,5.0
4.9,4.97,5.0
4.34,4.58,4.76
4.83,4.91,5.0
5.0,5.0,5.0
4.93,5.0,5.0
0.0,4.0,4.92
4.89,4.96,4.5
4.0,4.5,5.0
5.0,5.0,4.71
5.0,5.0,4.96
5.0,5.0,5.0
4.88,4.95,4.57
4.75,4.86,5.0
4.71,4.83,5.0
4.91,5.0,5.0
4.75,4.86,5.0
4.96,5.0,5.0
4.86,4.93,5.0
3.0,4.17,4.66
0.0,4.0,5.0
4.96,5.0,5.0
4.93,5.0,5.0
4.5,4.69,5.0
4.99,5.0,4.5
4.9,4.97,4.96
5.0,5.0,4.94
4.38,4.6,5.0
5.0,5.0,4.5
4.67,4.8,5.0
5.0,5.0,5.0
4.56,4.72,5.0
4.93,5.0,5.0
4.97,5.0,5.0
5.0,5.0,5.0
4.78,4.87,5.0
4.32,4.55,4.92
4.99,5.0,5.0
4.76,4.86,4.0
4.86,4.93,5.0
4.88,4.95,4.17
4.81,4.89,5.0
4.52,4.7,5.0
4.33,4.58,5.0
3.5,4.25,5.0
4.83,4.91,5.0
4.58,4.74,5.0
4.76,4.86,4.8
4.6,4.75,5.0
4.83,4.91,4.7
4.96,5.0,5.0
4.86,4.93,5.0
4.91,5.0,4.92
4.67,4.8,4.83
5.0,5.0,4.78
5.0,5.0,4.88
4.92,5.0,4.61
4.75,4.86,5.0
4.59,4.74,5.0
5.0,5.0,5.0
4.95,5.0,5.0
4.8,4.89,4.86
4.92,5.0,5.0
4.87,4.94,5.0
4.67,4.8,5.0
4.32,4.55,4.94
4.57,4.73,3.7
4.98,5.0,5.0
5.0,5.0,5.0
4.58,4.74,5.0
4.81,4.89,4.84
4.94,5.0,4.67
4.2,4.5,5.0
5.0,5.0,5.0
4.89,4.96,5.0
0.0,4.0,5.0
4.42,4.62,4.78
4.83,4.91,4.93
4.81,4.89,5.0
4.83,4.91,5.0
4.78,4.87,4.84
4.67,4.8,4.95
4.83,4.91,4.75
5.0,5.0,4.92
4.97,5.0,5.0
4.86,4.93,5.0
4.69,4.81,4.48
4.5,4.69,5.0
5.0,5.0,5.0
4.63,4.76,5.0
4.91,5.0,4.75
4.89,4.96,5.0
4.71,4.83,4.9
4.83,4.91,5.0
5.0,5.0,5.0
4.8,4.89,4.6
4.75,4.86,5.0
4.93,5.0,4.86
5.0,5.0,5.0
4.8,4.89,4.85
5.0,5.0,5.0
5.0,5.0,5.0
4.75,4.86,5.0
5.0,5.0,4.88
4.94,5.0,4.85
4.79,4.88,4.88
4.88,4.95,4.36
5.0,5.0,4.86
0.0,4.0,5.0
5.0,5.0,4.91
4.89,4.96,5.0
4.91,5.0,5.0
4.96,5.0,5.0
4.29,4.54,5.0
4.5,4.69,5.0
4.75,4.86,5.0
4.0,4.5,4.83
4.81,4.89,4.92
4.29,4.54,5.0
4.71,4.83,5.0
5.0,5.0,4.92
4.91,5.0,5.0
4.69,4.81,4.86
5.0,5.0,5.0
4.96,5.0,5.0
0.0,4.0,5.0
4.67,4.8,5.0
4.89,4.96,5.0
4.83,4.91,4.85
4.91,5.0,5.0
5.0,5.0,5.0
4.85,4.92,5.0
0.0,4.0,4.92
4.9,4.97,4.88
4.88,4.95,5.0
5.0,5.0,3.6
4.83,4.91,5.0
4.68,4.81,5.0
4.88,4.95,4.91
5.0,5.0,4.83
4.55,4.71,4.89
4.63,4.76,4.67
4.73,4.83,5.0
4.95,5.0,4.89
5.0,5.0,4.5
4.23,4.5,5.0
4.0,4.5,5.0
4.73,4.83,5.0
4.83,4.91,4.79
4.86,4.93,4.86
0.0,4.0,4.65
4.73,4.83,5.0
4.0,4.5,5.0
4.9,4.97,4.96
4.71,4.83,5.0
4.0,4.5,5.0
5.0,5.0,5.0
4.67,4.8,5.0
4.75,4.86,5.0
5.0,5.0,5.0
4.76,4.86,4.82
5.0,5.0,5.0
4.84,4.92,4.78
4.67,4.8,4.67
4.68,4.81,5.0
5.0,5.0,5.0
4.75,4.86,5.0
5.0,5.0,4.75
0.0,4.0,4.86
4.5,4.69,5.0
4.0,4.5,5.0
4.79,4.88,5.0
4.54,4.71,5.0
5.0,5.0,5.0
4.78,4.87,5.0
4.5,4.69,5.0
4.14,4.5,4.83
4.83,4.91,4.95
4.85,4.92,4.86
4.62,4.75,4.95
4.33,4.58,4.88
4.83,4.91,4.83
4.68,4.81,4.89
4.78,4.87,5.0
0.0,4.0,4.69
4.85,4.92,5.0
4.67,4.8,4.9
4.67,4.8,5.0
4.25,4.52,5.0
4.73,4.83,5.0
4.78,4.87,4.67
4.65,4.77,5.0
5.0,5.0,4.82
4.83,4.91,5.0
4.89,4.96,4.0
5.0,5.0,4.5
4.93,5.0,5.0
3.67,4.29,4.94
4.75,4.86,5.0
5.0,5.0,4.91
4.74,4.84,4.92
4.78,4.87,5.0
4.67,4.8,5.0
5.0,5.0,4.88
4.5,4.69,5.0
4.75,4.86,4.73
5.0,5.0,4.67
4.0,4.5,3.75
4.9,4.97,4.89
4.66,4.78,4.2
4.88,4.95,4.88
4.96,5.0,5.0
4.92,5.0,4.9
5.0,5.0,5.0
4.84,4.92,5.0
5.0,5.0,5.0
5.0,5.0,5.0
4.86,4.93,5.0
4.6,4.75,5.0
5.0,5.0,5.0
4.91,5.0,4.67
4.87,4.94,4.53
4.78,4.87,5.0
2.0,4.0,4.88
4.67,4.8,5.0
3.71,4.3,5.0
4.85,4.92,5.0
4.67,4.8,4.94
4.95,5.0,5.0
4.86,4.93,5.0
4.67,4.8,5.0
4.55,4.71,5.0
5.0,5.0,5.0
5.0,5.0,5.0
4.71,4.83,5.0
4.84,4.92,5.0
4.89,4.96,4.86
4.76,4.86,5.0
4.86,4.93,5.0
4.74,4.84,5.0
5.0,5.0,5.0
4.78,4.87,5.0
4.89,4.96,5.0
4.83,4.91,4.47
4.65,4.77,5.0
4.85,4.92,5.0
5.0,5.0,4.1
5.0,5.0,5.0
4.86,4.93,5.0
5.0,5.0,4.0
4.92,5.0,5.0
4.75,4.86,5.0
4.99,5.0,4.71
4.47,4.64,5.0
4.65,4.77,4.67
4.73,4.83,5.0
4.5,4.69,5.0
4.83,4.91,4.33
5.0,5.0,5.0
5.0,5.0,4.72
0.0,4.0,5.0
5.0,5.0,4.86
4.88,4.95,5.0
4.84,4.92,5.0
4.25,4.52,5.0
4.94,5.0,4.83
4.24,4.5,4.71
4.83,4.91,5.0
5.0,5.0,5.0
4.24,4.5,5.0
4.79,4.88,4.93
5.0,5.0,4.83
4.81,4.89,4.88
4.5,4.69,4.89
4.63,4.76,5.0
4.91,5.0,4.75
4.88,4.95,5.0
4.95,5.0,4.75
4.57,4.73,5.0
5.0,5.0,4.9
4.92,5.0,4.75
4.88,4.95,4.56
5.0,5.0,5.0
4.85,4.92,5.0
4.6,4.75,3.0
5.0,5.0,5.0
4.91,5.0,5.0
5.0,5.0,4.75
5.0,5.0,5.0
4.6,4.75,5.0
0.0,4.0,5.0
4.0,4.5,4.91
4.71,4.83,4.9
4.81,4.89,5.0
5.0,5.0,5.0
4.6,4.75,4.4
5.0,5.0,5.0
5.0,5.0,5.0
5.0,5.0,5.0
5.0,5.0,5.0
5.0,5.0,5.0
4.91,5.0,4.91
4.88,4.95,5.0
5.0,5.0,5.0
4.5,4.69,5.0
4.5,4.69,5.0
5.0,5.0,5.0
4.14,4.5,4.91
5.0,5.0,5.0
5.0,5.0,5.0
4.41,4.61,5.0
4.87,4.94,4.93
4.87,4.94,5.0
4.88,4.95,5.0
4.33,4.58,4.75
5.0,5.0,4.47
4.0,4.5,5.0
4.6,4.75,5.0
4.96,5.0,4.67
5.0,5.0,4.67
4.94,5.0,5.0
4.88,4.95,4.83
4.6,4.75,5.0
5.0,5.0,5.0
4.8,4.89,4.73
4.67,4.8,5.0
4.6,4.75,5.0
4.85,4.92,4.8
4.67,4.8,5.0
4.95,5.0,4.34
4.81,4.89,4.89
5.0,5.0,4.89
4.8,4.89,4.88
3.8,4.32,5.0
4.6,4.75,5.0
4.8,4.89,5.0
4.0,4.5,4.95
4.46,4.64,5.0
4.71,4.83,4.8
4.75,4.86,4.91
5.0,5.0,4.75
4.97,5.0,4.6
5.0,5.0,4.83
4.7,4.82,4.63
4.25,4.52,4.93
5.0,5.0,4.99
4.91,5.0,5.0
